"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Aruba","ABW","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.505997080786073","0.485804390862019","0.429949893880052","0.407981130872697","0.383292096465087","0.410021828071138","0.405149839976724","0.402215827338129","0.401381978993919","0.391652043118576","0.386673058485139","0.393755760368664","0.405233924375134","0.380728530728531","0.440397943214845","","","","","","","","","",
"Afghanistan","AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6278918638443","37.4188554431481","29.7210671376957","31.114854912062","28.6359685844686","30.1050113574013","24.8922700059742","29.2975010547259","26.2100685374552","23.7436639877543","24.390873626371","22.8106627361766","22.1370413719574","20.6343227166798","21.0810862110389","20.466505165881","",
"Angola","AGO","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65321372200356","7.02686916586973","9.00201794169947","12.9111824086392","6.29025682837342","5.66468956353549","8.15637702246655","5.83954997873287","6.19838433838708","6.25087653669037","5.06040294714026","5.191280188332","5.24227833808257","4.80533931665468","6.62119707092838","6.18029318001338","5.84568096869357","6.06963007431775","6.5074925397837","7.54705677883474","9.12253447102479","9.83116860880564","10.0169958601554","",
"Albania","ALB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","34.8239757683613","33.567399072847","32.841582763367","35.3284381868506","34.2922566321703","35.8463538962774","35.2389149041547","34.4099043815559","32.6479939841157","33.4762476199353","37.1939842609544","40.7107653636401","56.1773432225072","56.6119336967435","56.6063373094693","56.5523558889921","36.410863772173","31.5434438797069","28.7856504386147","25.9187455195517","24.5154120419235","22.7161641958722","22.0251140879353","21.9782570845961","20.537486307981","18.8453087247237","17.7083536239523","17.1536195739533","16.8370538440754","16.7943836018798","17.9558663972347","18.2267896025292","18.7668018946422","19.5651578123229","19.9901813581977","19.7802144171366","19.9067141794854","18.9865836899811","",
"Andorra","AND","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.487497832272485","0.459110473457676","0.406166343579802","0.444193487671749","0.442399275920114","0.405274295449163","0.382391576055206","0.399345781654627","0.442280559393527","0.434939370362639","0.499694105109431","0.534685932590804","0.612256498120194","0.577337772940781","0.496149201132471","0.47019470478715","0.492101388264151","","",
"Arab World","ARB","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","8.57661333716579","8.32531401557243","8.13961137552076","8.22119424772406","7.10492447175553","6.23988995505631","6.98034914333763","7.06900189016801","7.382099711618","7.58900438074457","8.5938435935688","9.48819946525082","9.83346985265","10.3828401741578","10.3214300682045","9.9585501755616","10.6521520539412","10.6770045146983","10.2708604360401","10.6851215425474","9.64793018986362","9.91291185691284","8.7916670964246","9.50775780635176","8.8858459865754","7.47383986388157","7.90751992241514","7.77457308270817","7.48365910996095","6.76177893135521","6.12872566353659","5.79730483836811","5.44199747216927","4.6349960613814","5.39073198603035","5.16030334194911","5.05625052178021","4.99443787196891","5.2176317589475","5.17231253938873","5.46941338537783","5.54785230860785","5.47771402972552","",
"United Arab Emirates","ARE","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","0.540188294205409","0.545088280601967","0.485156877691024","0.629067480796602","0.54722317809093","0.490602457342951","0.548306764658785","0.640366457885388","0.730600581680254","0.842471510389179","0.925826534993559","1.18452414390845","1.14322934213777","1.19773519163763","1.19302579195627","1.0584284754869","1.29776800811633","1.37862107758448","1.48090107737512","1.83042501688033","1.78706830470903","1.79243187203791","2.00402186456958","2.18089049130306","2.33324519711343","2.26265009303746","2.23820016235649","2.20332258864369","1.92768393253654","1.66536190905993","1.39541334748446","1.09424400194674","0.976671167666283","0.82730546409323","1.03688688860825","0.763452742040359","0.671910149003627","0.638882185152986","0.64376304382726","0.63950460682422","0.740999246531651","0.776054567862067","0.763056696514679","",
"Argentina","ARG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","12.9041629886915","10.2787574725073","9.98038631665412","9.72127698537181","9.18580964838541","9.6375609641048","10.8658823843399","10.984869871837","11.9525224881086","10.2308377488651","6.5839104917193","8.15217071220236","8.08714211405919","7.50442747786782","7.79627735903041","6.35350500480657","6.47552296064522","9.59615604621897","8.65832496118367","8.3459768371011","7.63430725730443","7.80040264019792","8.09435846444628","8.97786821775225","9.61606509643166","8.12367620787489","6.71649176009431","5.99078709147934","5.13682648211779","5.08266800031075","5.351464616273","5.61086611323361","5.22197210944516","5.25272256987623","4.45782610229152","4.67991094417297","4.56858960891786","10.2066467144411","10.328166939117","8.36248661002826","7.93875427420939","6.93557229126392","7.45235394606923","7.3189545972436","5.27362346890139","7.13216745078964","6.99873377022519","5.7817442068501","6.05291843670451","6.71270351428559","5.1566859021408","6.35390413957503","5.60873087646354","",
"Armenia","ARM","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9126819526397","18.4347628834968","18.0720363470662","17.2231200318056","16.39047353385","14.9379783427665","",
"American Samoa","ASM","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
